id,api_path,raw_target,pre_audit_label,campaign_status,proof_object,body_fidelity,proof_admissibility,strict_verdict,proof_bundle,contains_unrelated_target,trust_level,resolved_source_path,resolved_source_lines,reason
std_specs__duration.rs__L296__Duration__checked_mul,core::time::Duration::checked_mul,Duration::checked_mul,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,duration_integer.rs,True,C,,,Source multiplies nanos and seconds separately and combines extra seconds; surrogate multiplies u128 total nanoseconds.
std_specs__duration.rs__L305__Duration__saturating_mul,core::time::Duration::saturating_mul,Duration::saturating_mul,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,duration_integer.rs,True,C,,,Source calls self.checked_mul and returns Duration::MAX; surrogate calls a local alternate checked-mul and reconstructs MAX.
std_specs__duration.rs__L314__Duration__checked_div,core::time::Duration::checked_div,Duration::checked_div,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,duration_integer.rs,True,C,,,Source divides components and distributes seconds/nanoseconds remainders; surrogate divides u128 total nanoseconds.
std_specs__duration.rs__L322__Duration__mul_f64,core::time::Duration::mul_f64,Duration::mul_f64,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_float.rs,True,D,,,Surrogate replaces self.as_secs_f64() with a local surrogate and relies on an RFC multiplication axiom for target-equivalent arithmetic.
std_specs__duration.rs__L329__Duration__mul_f32,core::time::Duration::mul_f32,Duration::mul_f32,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_float.rs,True,D,,,Surrogate replaces self.as_secs_f32() with a local surrogate and relies on an RFC multiplication axiom for target-equivalent arithmetic.
std_specs__duration.rs__L336__Duration__div_f64,core::time::Duration::div_f64,Duration::div_f64,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_float.rs,True,D,,,Surrogate replaces self.as_secs_f64() with a local surrogate and relies on an RFC division axiom for target-equivalent arithmetic.
std_specs__duration.rs__L343__Duration__div_f32,core::time::Duration::div_f32,Duration::div_f32,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_float.rs,True,D,,,Surrogate replaces self.as_secs_f32() with a local surrogate and relies on an RFC division axiom for target-equivalent arithmetic.
std_specs__duration.rs__L350__Duration__from_secs_f32,core::time::Duration::from_secs_f32,Duration::from_secs_f32,unverified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/time.rs,996-1001,The try_from_secs_f32 match and Err panic are preserved exactly; only the panic macro is mechanically adapted for Verus. Duration::try_from_secs_f32 is a smaller acyclic std contract.
std_specs__duration.rs__L357__Duration__from_secs_f64,core::time::Duration::from_secs_f64,Duration::from_secs_f64,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,duration_from_secs.rs,True,B,,,Source panics on Err; surrogate requires valid input and replaces the Err branch with assert(false) and a zero-duration return.
std_specs__duration.rs__L364__Duration__try_from_secs_f32,core::time::Duration::try_from_secs_f32,Duration::try_from_secs_f32,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_try_from.rs,True,E,,,"Executable macro expansion is near-mechanical, but arithmetic_f32_source_model and comparison axioms directly supply correspondence to the target specification."
std_specs__duration.rs__L379__Duration__try_from_secs_f64,core::time::Duration::try_from_secs_f64,Duration::try_from_secs_f64,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_try_from.rs,True,E,,,"Executable macro expansion is near-mechanical, but arithmetic_f64_source_model and comparison axioms directly supply correspondence to the target specification."
std_specs__duration.rs__L394__Duration__div_duration_f32,core::time::Duration::div_duration_f32,Duration::div_duration_f32,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_float.rs,True,D,,,Source computes totals from private fields; surrogate uses accessor-based helper functions and ratio/IEEE axioms.
std_specs__duration.rs__L403__Duration__div_duration_f64,core::time::Duration::div_duration_f64,Duration::div_duration_f64,unverified,preproved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,duration_float.rs,True,D,,,Source computes totals from private fields; surrogate uses accessor-based helper functions and ratio/IEEE axioms.
std_specs__ffi.rs__L159__CStr__count_bytes,core::ffi::CStr::count_bytes,CStr::count_bytes,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,ffi.rs,True,B,,,Source computes self.inner.len() - 1; surrogate replaces the private-field computation with value.to_bytes().len().
std_specs__ffi.rs__L164__CStr__is_empty,core::ffi::CStr::is_empty,CStr::is_empty,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,ffi.rs,True,B,,,Source performs an unsafe first-byte/terminator test on self.inner; surrogate calls value.to_bytes().is_empty().
std_specs__ffi.rs__L169__CStr__to_bytes,core::ffi::CStr::to_bytes,CStr::to_bytes,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Raw-pointer, memchr, or private CString operations are replaced by local scans, slicing, or public conversions."
std_specs__ffi.rs__L174__CStr__to_bytes_with_nul,core::ffi::CStr::to_bytes_with_nul,CStr::to_bytes_with_nul,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Any representation axiom relating the cast slice to value@.push(0) would merely restate the target contract.
std_specs__ffi.rs__L179__CStr__from_bytes_with_nul,core::ffi::CStr::from_bytes_with_nul,CStr::from_bytes_with_nul,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,"Raw-pointer, memchr, or private CString operations are replaced by local scans, slicing, or public conversions."
std_specs__ffi.rs__L189__CStr__from_bytes_until_nul,core::ffi::CStr::from_bytes_until_nul,CStr::from_bytes_until_nul,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,"Raw-pointer, memchr, or private CString operations are replaced by local scans, slicing, or public conversions."
std_specs__ffi.rs__L201__CStr__to_str,core::ffi::CStr::to_str,CStr::to_str,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__ffi.rs__L210__core__str__Utf8Error__valid_up_to,core::str::Utf8Error::valid_up_to,core::str::Utf8Error::valid_up_to,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No smaller public API exposes this field. Any bridge would restate the target contract or assume an unstable private layout, so a meaningful downstream source proof is impossible."
std_specs__ffi.rs__L217__core__str__Utf8Error__error_len,core::str::Utf8Error::error_len,core::str::Utf8Error::error_len,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,No smaller public API exposes the field. Any bridge would restate the target contract or assume unstable private layout.
std_specs__ffi.rs__L225__CString__as_bytes,alloc::ffi::CString::as_bytes,CString::as_bytes,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,ffi.rs,True,B,,,Source performs unchecked slicing of the private inner buffer; surrogate calls as_c_str().to_bytes().
std_specs__ffi.rs__L231__CString__as_bytes_with_nul,alloc::ffi::CString::as_bytes_with_nul,CString::as_bytes_with_nul,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,ffi.rs,True,B,,,Source directly borrows &self.inner; surrogate replaces it with as_c_str().to_bytes_with_nul().
std_specs__ffi.rs__L237__CString__as_c_str,alloc::ffi::CString::as_c_str,CString::as_c_str,unverified,proved,local_surrogate,exact_body,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,C,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code. The copied body is exact, but axiom_cstring_view_valid supplies an unsourced representation invariant needed for the target postcondition."
std_specs__ffi.rs__L243__CString__into_bytes,alloc::ffi::CString::into_bytes,CString::into_bytes,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,B,,,"The two CString conversions prove each other through peer contracts, forming a cycle."
std_specs__ffi.rs__L249__CString__into_bytes_with_nul,alloc::ffi::CString::into_bytes_with_nul,CString::into_bytes_with_nul,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,B,,,"The two CString conversions prove each other through peer contracts, forming a cycle."
std_specs__ffi.rs__L255__CString__into_boxed_c_str,alloc::ffi::CString::into_boxed_c_str,CString::into_boxed_c_str,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,Allocation-token and cast axioms directly establish the boxed CStr target semantics.
std_specs__ffi.rs__L261__CString__from_vec_with_nul,alloc::ffi::CString::from_vec_with_nul,CString::from_vec_with_nul,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No public non-circular constructor exists. Producing either Err branch requires calling the forbidden target or fabricating the private repr, neither yielding a meaningful source-faithful proof."
std_specs__ffi.rs__L272__CString__into_string,alloc::ffi::CString::into_string,CString::into_string,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"IntoStringError has no public constructor; obtaining one requires the forbidden CString::into_string call or fabricating its private representation, so no meaningful source-faithful standalone proof is possible."
std_specs__ffi.rs__L282__FromUtf8Error__as_bytes,alloc::string::FromUtf8Error::as_bytes,FromUtf8Error::as_bytes,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,No non-circular public API exposes a borrowed byte slice. Any representation axiom connecting a substitute accessor to error@.bytes would restate the target contract.
std_specs__ffi.rs__L288__FromUtf8Error__into_bytes,alloc::string::FromUtf8Error::into_bytes,FromUtf8Error::into_bytes,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"A faithful implementation requires private-field access. Any mirror, transmute, or representation axiom would fabricate private layout rather than prove the target."
std_specs__ffi.rs__L294__FromUtf8Error__utf8_error,alloc::string::FromUtf8Error::utf8_error,FromUtf8Error::utf8_error,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No smaller public API or vstd representation bridge exposes this field. Calling `utf8_error` is circular, and any sufficient axiom would merely restate the target contract."
std_specs__ffi.rs__L301__alloc__ffi__NulError__nul_position,alloc::ffi::NulError::nul_position,alloc::ffi::NulError::nul_position,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot access alloc::ffi::NulError.0, and no smaller public API exposes it. A representation axiom would merely restate the target contract."
