target,no_feedback_status,with_feedback_status,no_feedback_complete,with_feedback_complete,no_feedback_proof_status,with_feedback_proof_status,no_feedback_no_spec_reason,with_feedback_no_spec_reason,initial_classification
core::mem::discriminant,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,suitable_now
core::mem::drop,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,no_modeled_observable_output,no_modeled_observable_output,no_modeled_observable_output
core::mem::forget,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,no_modeled_observable_output,no_modeled_observable_output,no_modeled_observable_output
core::mem::min_align_of,typecheck_or_checker_failure,complete,False,True,no_valid_spec,known_mismatch_or_inadmissible,needs_new_vstd_abstraction,,suitable_now
core::mem::min_align_of_val,typecheck_or_checker_failure,complete,False,True,no_valid_spec,not_proved,needs_new_vstd_abstraction,,suitable_now
core::mem::needs_drop,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,suitable_now
core::mem::replace,complete,complete,True,True,not_proved,not_proved,,,suitable_now
core::mem::take,unknown,skip_no_spec,False,False,strict_faithful_admissible,no_valid_spec,,determinism_checker_unsupported,suitable_now
core::mem::transmute_copy,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
core::mem::uninitialized,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
core::mem::zeroed,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
core::net::IpAddr::is_ipv4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::IpAddr::is_ipv6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::IpAddr::is_loopback,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::IpAddr::is_multicast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::IpAddr::is_unspecified,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::IpAddr::to_canonical,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::from_bits,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::from_octets,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_broadcast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_documentation,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_link_local,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_loopback,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_multicast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_private,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::is_unspecified,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::octets,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::to_bits,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::to_ipv6_compatible,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv4Addr::to_ipv6_mapped,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::from_bits,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::from_octets,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::from_segments,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::is_loopback,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::is_multicast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::is_unicast_link_local,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::is_unique_local,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::is_unspecified,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::octets,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::segments,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::to_bits,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::to_canonical,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::to_ipv4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::Ipv6Addr::to_ipv4_mapped,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::ip,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::is_ipv4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::is_ipv6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::port,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::set_ip,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddr::set_port,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV4::ip,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV4::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV4::port,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV4::set_ip,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV4::set_port,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::flowinfo,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::ip,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::port,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::scope_id,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::set_flowinfo,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::set_ip,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::set_port,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::net::SocketAddrV6::set_scope_id,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::ops::AddAssign::add_assign,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::BitAnd::bitand,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::BitAndAssign::bitand_assign,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::BitOr::bitor,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::BitOrAssign::bitor_assign,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::BitXor::bitxor,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::BitXorAssign::bitxor_assign,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::ops::Bound::as_ref,complete,skip_no_spec,True,False,strict_faithful_admissible,no_valid_spec,,,needs_new_vstd_abstraction
core::ops::Bound::cloned,typecheck_or_checker_failure,unknown,False,False,no_valid_spec,strict_faithful_admissible,needs_new_vstd_abstraction,,needs_new_vstd_abstraction
core::ops::Bound::map,typecheck_or_checker_failure,complete,False,True,no_valid_spec,strict_faithful_admissible,higher_order_contract,,higher_order_contract
core::ops::ControlFlow::break_ok,complete,skip_no_spec,True,False,strict_faithful_admissible,no_valid_spec,,,needs_new_vstd_abstraction
core::ops::ControlFlow::break_value,complete,skip_no_spec,True,False,strict_faithful_admissible,no_valid_spec,,,needs_new_vstd_abstraction
core::ops::ControlFlow::continue_ok,complete,complete,True,True,strict_faithful_admissible,strict_faithful_admissible,,,needs_new_vstd_abstraction
core::ops::ControlFlow::continue_value,complete,skip_no_spec,True,False,strict_faithful_admissible,no_valid_spec,,,needs_new_vstd_abstraction
core::ops::ControlFlow::is_break,complete,skip_no_spec,True,False,strict_faithful_admissible,no_valid_spec,,,needs_new_vstd_abstraction
core::ops::ControlFlow::is_continue,complete,skip_no_spec,True,False,strict_faithful_admissible,no_valid_spec,,,needs_new_vstd_abstraction
core::ops::ControlFlow::map_break,typecheck_or_checker_failure,unknown,False,False,no_valid_spec,strict_faithful_admissible,higher_order_contract,,higher_order_contract
core::ops::ControlFlow::map_continue,typecheck_or_checker_failure,unknown,False,False,no_valid_spec,strict_faithful_admissible,higher_order_contract,,higher_order_contract
core::ops::DivAssign::div_assign,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
