target,category,final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_skip,issues_combined,combined_issue_taxonomy_tags,rationale,requires,requires_source_fidelity_classification
core::fmt::Arguments::as_str,formatting,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:formatting_effect,classification:formatting_effect;runtime_or_hidden_state,"The result depends on Arguments' private encoded formatting state. Public vstd vocabulary cannot soundly relate the returned static string to the receiver without modeling that hidden state, and the documentation guarantees behavior only for construction cases not represented in this signature.",,not_applicable
core::fmt::Binary::fmt,trait_method,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:trait_contract_integration;determinism_unsupported_contract_form,classification:trait_contract_integration;determinism_unsupported_contract_form;formatting_effect_unmodeled,"Binary::fmt mutates hidden Formatter state and returns a formatting Result. The supplied declaration and documentation provide no sound, non-vacuous relation over public vstd specification vocabulary.",,not_applicable
core::fmt::Debug::fmt,trait_method,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:trait_contract_integration;determinism_unsupported_contract_form,classification:trait_contract_integration;determinism_unsupported_contract_form;formatting_effect_unmodeled,Debug::fmt writes through an opaque mutable Formatter and returns a Result determined by formatting state. The supplied declaration and documentation provide no public vstd vocabulary for soundly relating the formatter's final state or return value to its inputs.,,not_applicable
core::fmt::DebugList::entries,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,"The method mutates unmodeled formatter state while consuming and formatting every iterator item. Its only exposed result is the same mutable builder reference, but no existing public vstd vocabulary supplied here expresses that reference-identity fact without conflating it with a semantic value relation. Therefore no useful non-vacuous sound contract is available.",,not_applicable
core::fmt::DebugList::entry,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,"The method mutates hidden formatting state. Although it returns the same mutable reference, no supplied public vstd vocabulary soundly expresses that reference identity without confusing it with a semantic view or value equality.",,not_applicable
core::fmt::DebugList::finish,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,The return value depends on prior hidden builder state and the Formatter write effect. Public vstd vocabulary cannot express a useful sound relation for either the returned fmt::Result or the mutated DebugList.,,not_applicable
core::fmt::DebugList::finish_non_exhaustive,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,"The method's result depends on prior formatter state and fallible writes to hidden formatting state. No public vstd view exposes that state, so neither the returned core::fmt::Result nor the mutation of self can be related soundly and non-vacuously.",,not_applicable
core::fmt::DebugMap::entries,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,"The method mutates hidden formatting state while consuming the iterator. Its returned mutable reference aliases `self`, but no suitable public vstd vocabulary expresses that reference identity without conflating it with a semantic value view.",,not_applicable
core::fmt::DebugMap::entry,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,The method only mutates hidden formatter/builder state and returns a mutable reference to the same builder. Public vstd vocabulary cannot express the formatting effect or reference identity without conflating identity with a semantic value relation.,,not_applicable
core::fmt::DebugMap::finish,formatting,skip,formatting_effect_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,the API's observable behavior is a formatter side effect rather than a pure modeled value,false,classification:formatting_effect,classification:formatting_effect;formatting_effect_unmodeled,"The return value and mutation depend on private DebugMap state and the hidden formatting effect of Formatter::write_str. Existing public vstd vocabulary cannot express a useful sound relation, including the documented panic condition for a partial entry.",,not_applicable
